participant_list,item ,condition: topical,transcription,repetition,sentence type,word order,"SOL, ms"
IEM_a1,23,P,marjajen wuljanajeλen moseλtesi,ok,pass,APV,3133
IEM_a1,24,none,marjaen wuljanajeλ λapeλ,ok,act,APV,1348
SED_a3,1,none,ʂi junti mašinkajeλen wuljajen marjajeλ ʂi toλeλλe,ok,act,APV,1063
SED_a3,2,A,mar- ʂaλta wuljajeλ ʂaλta jira marjajen wuljajeλ ʂaλta jira woštsa ,ok,pass,NA,1974
SED_a3,3,P,ʂalta wuljajeλen paltajen λomti ,ok,pass,AV,1251
SED_a3,4,none,ʂi jinkeλ marjajejen wuljajen peλa šošemes,ok,NA,NA,1999
SED_a3,5,A,marjajen uλ pa sienga ʂi puterλ,ok,NA,NA,4545
SED_a3,6,P,ʂi xuren marjajeλen wuljajen ʂi λjuxsa,ok,pass,APV,1018
SED_a3,7,none,ʂaλta ??? tos pa wuljajen marjajen ʂi λapseλλe,ok,NA,NA,1659
SED_a3,8,A,ʂaλta pa ʂi jupijin marjajen wuljajeλ ??? janʂesλe,ok,act,APV,1620
SED_a3,9,P,ʂaλta ʂi keλaλen pa wuljajeλen nux jirsa juxa ,ok,pass,AV,1484
SED_a3,10,none,ʂi [??клауза] marjajen wuljajeλ sengkeλ,ok,NA,NA,1686
SED_a3,11,A,marja ʂi njoλaλen marjajen ʂi eseλseλλe,ok,act,PV,2243
SED_a3,12,P,marjajeλa in morozheny mas ...,ok,NA,NA,2398
SED_a3,13,none,ʂi soken pa wuljajena masλe pa ...,ok,NA,NA,1336
SED_a3,14,A,paltajen wojtes pa...,ok,NA,NA,2782
SED_a3,15,P,ʂi jinken pa wuljajeλen iλ temetsa,ok,pass,AV,3148
SED_a3,16,none,wonʂimut aketti...,ok,NA,NA,1704
SED_a3,17,A,ʂi kuten pa marjajen xur jupijin wuljajeλen nux λjuxtsa,ok,pass,PAV,1919
SED_a3,18,P,ʂalta marjajeλen aj mašinkajen pa ʂ tosi muzejen,ok,pass,AV,1267
SED_a3,19,none,japlaka marjajen...,ok,NA,NA,1915
SED_a3,20,A,ʂalta ʂi wuljajeλen ara taxsajt pa ʂi pata wuljajeλ nux jirseλλe,ok,NA,NA,1790
SED_a3,21,P,ʂi pata wuljajeλen semλ eweλt xatčesi,ok,pass,AV,1438
SED_a3,22,none,ʂalta marjajen ʂi ??ten wuljajeλ nux kuretti ʂi pitseλλe,ok,act,APV,1708
SED_a3,23,A,ʂalta marjajen peλa λawetti pites...,ok,NA,NA,1800
SED_a3,24,P,marjajeλen ʂi supeλen λapsa,ok,pass,AV,1783
TVG__a2,1,P,wuljajeλen marjajen mašinkajen ʂi toλeλi,ok,pass,APV,2054
TVG__a2,2,none,marjajen wuljasangen poxel iλaten,ok,NA,NA,4441
TVG__a2,3,A,marjaen kim sonttum manetti (cобирается выходить) wuljajeλen paltajeλ nux λomtλa,ok,NA,NA,3936
TVG__a2,4,P,marjaen jinkeλ šošemeti wuči iλseλλe...,ok,NA,NA,2880
TVG__a2,5,none,"wuljanajen ʂi uwuλ ""marjaa nux kiλa""",ok,NA,NA,3254
TVG__a2,6,A,in pa marjajen wuljajeλ λjuxetti pitseλλe,ok,act,APV,3551
TVG__a2,7,P,wuljanajen marjajeλ λapλeλλe,ok,act,APV,1919
TVG__a2,8,none,marjajen wuljajeλ jinken janʂeλλe,ok,act,APV,2931
TVG__a2,9,A,wuljanajen marjajeλ juxa iλ jirseλλe pa njaxλ (cмеется),ok,act,APV,3479
TVG__a2,10,P,marjaen pa wuljasangen kuλa pitλeten...,ok,NA,NA,1847
TVG__a2,11,none,wuljajen marjajaeλ joxaλen eseλeλλe ,ok,act,APV,1970
TVG__a2,12,A,marjaen wuljanajeλ moseλteλλe,ok,act,APV,5429
TVG__a2,13,P,wuljanajeλen marja soken janʂeλi,ok,pass,APV,1838
TVG__a2,14,none,marjaen wuljanajeλ xozhum porx šopen λomteλλe,ok,act,APV,1980
TVG__a2,15,A,wuljajen marjajeλ jink šošemasλe ??,ok,act,APV,1915
TVG__a2,16,P,marjajen wuljajeλ njoλ eweλt eseλseλλe,ok,act,APV,1713
TVG__a2,17,none,wuljanajen marjajeλ λjuxatti pites,ok,act,APV,2424
TVG__a2,18,A,in marjajen wuljajnajeλ aj mašinkajen toλeλλe,ok,act,APV,1723
TVG__a2,19,P,wuljanajen marjajeλ ʂi poxelλeλλe,ok,act,APV,1877
TVG__a2,20,none,marjajen pa wuljanajeλ juxa iλ jirseλλe pa njaxλ,ok,act,APV,1585
TVG__a2,21,A,wuljanajen marjajeλ piλa kuλa pitλeten ...,ok,NA,NA,2105
TVG__a2,22,P,"in pa wuljanajen uλ, marjajejen ʂi uwuλa ""nux kiλa wuljana""",ok,NA,NA,1672
TVG__a2,23,none,wuljajen marjajeλ moseλtuman tejλeλλe,ok,act,APV,2612
TVG__a2,24,A,marjajen wuljajnajeλ supen λapλeλλe,ok,act,APV,3932
ZAL_b1,1,A,mašinkajeλen marjaeλ taλeλ,ok,act,PV,1502
ZAL_b1,2,P,не помнит слово,ok,NA,NA,7000
ZAL_b1,3,none,wuljajen marjaeλ λomteλλe,ok,act,APV,3611
ZAL_b1,4,A,marjaen wuljaeλ jinkeλ šošemseλλe ,ok,act,APV,3417
ZAL_b1,5,P,wuljajeλen nux ʂi kurtλa,ok,pass,AV,2308
ZAL_b1,6,none,wuljajen pevelti omses...,ok,NA,NA,1955
ZAL_b1,7,A,wuljajen marjajeλ λapetλ,ok,act,APV,2118
ZAL_b1,8,P,marjajen astakan tujmaλ...,ok,NA,NA,3041
ZAL_b1,9,none,wuljajen marjajeλ juxa nux jirλeλλe,ok,act,APV,2153
ZAL_b1,10,A,marjajen wuljajeλ pela kuλaʂti naptes,ok,NA,NA,2074
ZAL_b1,11,P,njoλen wuljajen njoλen marjajaeλ welpasλeλλe ,ok,act,APV,1418
ZAL_b1,12,none,marjajen wuljasengen juntsengen,ok,NA,NA,1915
ZAL_b1,13,A,wuljajen soken marjajeλ janʂeλλe,ok,act,APV,2465
ZAL_b1,14,P,marjaeλen paltajen λomteλi wuljajen,ok,pass,AVP,3035
ZAL_b1,15,none,wuljajejen marjajeλ jink šošemλeλλe,ok,act,APV,1946
ZAL_b1,16,A,marjaen wuljajeλ welpasleλλe,ok,act,APV,2499
ZAL_b1,17,P,wuljaen marjajeλ λomteλλe,ok,act,APV,3514
ZAL_b1,18,none,marjajen wuljajeλ toλ,ok,act,APV,1989
ZAL_b1,19,A,wuljajen marjajeλ poxelmasλe ,ok,act,APV,1670
ZAL_b1,20,P,marjajen wuljaeλ nux jirmaλ,ok,act,APV,1960
ZAL_b1,21,none,wuljajejen marjajeλ piλa kuλaštengen...,ok,NA,NA,2007
ZAL_b1,22,A,wuljaen uλ marjajejen nux kurλa,ok,NA,NA,1717
ZAL_b1,23,P,wuljajen marjajeλ pila...,ok,NA,NA,2129
ZAL_b1,24,none,marjajeλen wuljajen λapλa,ok,pass,APV,2640
RLI_b2,1,P,marajjen wuljajejen mašinajen  toλeλi,ok,pass,PAV,2882
RLI_b2,2,none,marjajen wuljajeλ jira parλeλλe (направляет),ok,act,APV,2696
RLI_b2,3,A,wuljajen marjaeλ paltajen λomteλλe,ok,act,APV,2469
RLI_b2,4,P,wuljajen marjajejen jinken šošemsa,ok,pass,APV,2662
RLI_b2,5,none,wuljaen marjaeλ kurtλeλλe,ok,act,APV,1736
RLI_b2,6,A,marjajen wuljajeλ λjuxatλ ,ok,act,APV,2896
RLI_b2,7,P,wuljajen marjajeλ λapλeλλe,-,act,APV,1988
RLI_b2,8,none,marjajen wuljajeλa jink janʂi tos,ok,NA,NA,2583
RLI_b2,9,A,wuljajen marjajeλ keλen wonshije jirseλλe,ok,act,APV,2069
RLI_b2,10,P,marjaen wuljaeλ wešλ eweλt šartseλλe,ok,act,APV,1949
RLI_b2,11,none,wuljajen marjajaeλ joxaλen eseλseλλe ,ok,act,APV,2441
RLI_b2,12,A,marjajen wuljajeλ wenš puneλ eweλt moseλtesλe,ok,act,APV,2923
RLI_b2,13,P,marjajen wuljajeλen soken masi,ok,pass,PAV,2841
RLI_b2,14,none,wul- marjaen wuljajeλ palta λomteλ,ok,act,P-APV,2594
RLI_b2,15,A,wuljajen marjajeλ jinken šošemseλλe,ok,act,APV,1961
RLI_b2,16,P,wuljajen njoλen eseλsa marjajeλen,ok,pass,PVA,2784
RLI_b2,17,none,wuljaen marjajeλ λjuxtλeλλe,ok,act,APV,2324
RLI_b2,18,A,marjajen wuljajeλ junti mašinaen toλλe,ok,act,APV,2537
RLI_b2,19,P,marjajen wuljajeλen jira parλa,ok,pass,PAV,1971
RLI_b2,20,none,marjajen wuljaeλ keλen wonshije jirseλλe,ok,act,APV,2668
RLI_b2,21,A,wuljajen marjajeλ-  wuljajen marjajeλ semλ eweλt xatčesλe,ok,act,AP-APV,2471
RLI_b2,22,P,wuljajen aleng marjajeλen kurtλa,ok,pass,PAV,2037
RLI_b2,23,none,wuljajen marjajeλ wenš puneλ eweλt moseλtesλe,ok,act,APV,2432
RLI_b2,24,A,marjajen wuljajeλ supen λapλeλλe,ok,act,APV,2032
IMI_b2,1,P,wuljanajejen mašinajen ʂi katajetλi ʂi taλeλi,ok,pass,AV,1714
IMI_b2,2,none,marjajen wuljaeλ poxelmasλe,ok,act,APV,3069
IMI_b2,3,A,marjaeλ paltajen λomteλλe,ok,act,PV,2267
IMI_b2,4,P,wetra- marjaen wuljaeλ wetra eweλt jinken šošemesλe,ok,act,APV,6800
IMI_b2,5,none,wuljaen marjaeλ nux kurλeλλe,ok,act,APV,2144
IMI_b2,6,A,ʂalta wuljaeλ λjuxatti narmes (активно приняться за),ok,act,PV,1736
IMI_b2,7,P,wuljaen marjaeλ λapλeλλe,ok,act,APV,3440
IMI_b2,8,none,marjaen wuljajeλ jinken janʂeλλe ,ok,act,APV,2721
IMI_b2,9,A,ʂalta marjaeλ juxa jirseλλe,ok,act,PV,2395
IMI_b2,10,P,marjaeλen ʂi tuλngeλti pitsa,ok,pass,AV,2036
IMI_b2,11,none,pa wuljajen marjajeλ peλa njoλ taxti pites,ok,NA,NA,2851
IMI_b2,12,A,marjaen wuljaeλ moseλtesλe ,ok,act,APV,4871
IMI_b2,13,P,wuljajen marjaeλ soken janʂeλλe ,ok,act,APV,1924
IMI_b2,14,none,marjajen wuljajeλ paltajen λomteλλe,ok,act,APV,1759
IMI_b2,15,A,wuljajen marjaeλ jinken šošemesλe,ok,act,APV,1977
IMI_b2,16,P,marjaen wuljaeλ njoλen taxseλλe ,ok,act,APV,2647
IMI_b2,17,none,wuljajen marjajeλ λjuxatλ,ok,act,APV,2180
IMI_b2,18,A,marjaen wuljaeλ mašinaen taλeλλe,ok,act,APV,4237
IMI_b2,19,P,marjajen wuljajeλen poxelmasi,ok,pass,PAV,5926
IMI_b2,20,none,marjajen wuljajeλ juxa piter jirseλλe,ok,act,APV,2640
IMI_b2,21,A,wuljaen- wuljajen marjaeλ sengkseλλe ,ok,act,APV,1736
IMI_b2,22,P,marjajeλen aλeng nux ʂi kurtλa,ok,pass,AV,2684
IMI_b2,23,none,wuljajen marjajeλ moseλtesλe,ok,act,APV,2984
IMI_b2,24,A,ʂi supeλen wuljaeλ λapλeλλe,ok,act,PV,2143
REI_b3,1,none,wuljajen marjajeλ ʂi mašinkaje omesman toλλe,ok,act,APV,2649
REI_b3,2,A,marjajen wuljajeλ jira poxelmasλe,ok,act,APV,3788
REI_b3,3,P,wuljajen marjajeλ paltajen λomtesλe ,ok,act,APV,4862
REI_b3,4,none,marjajen xoleng jinken wuljajeλ šošemseλλe,ok,act,APV,6151
REI_b3,5,A,alenga pa nux werems marjaeλ kuretti pinʂes,ok,act,PV,7963
REI_b3,6,P,marjajeλ njotti ...  λjuxetti iλti woxseλλe,ok,NA,NA,6511
REI_b3,7,none,wuljajen marjajeλ njaλ eweλt λapseλλe,ok,act,APV,4301
REI_b3,8,A,jipijin wuljajeλ jinken janʂesλe,ok,act,PV,2856
REI_b3,9,P,wuljajen ʂi keλ wusλe...,ok,NA,NA,3124
REI_b3,10,none,imur (?) marjajen wuljajeλ mašeken šartseλλe,ok,act,APV,3226
REI_b3,11,A,njoλen marjajeλ eseλseλλe,ok,act,PV,5342
REI_b3,12,P,morozheny λeλum werti...,ok,NA,NA,10572
REI_b3,13,none,wuljajen marjajeλa sok mas,ok,NA,NA,2167
REI_b3,14,A,wuljajen λomtesλe,ok,act,PV,9221
REI_b3,15,P,wuljajen wetrajeλ λawemasλe...,ok,NA,NA,4338
REI_b3,16,none,joxaλen marjajen wuljajeλ njoλen eseλseλλe,ok,act,APV,2700
REI_b3,17,A,jipijin marjajen nux λjuxtseλλe,ok,act,PV,4530
REI_b3,18,P,juxti marjajejen aj mašinajen tosi,ok,pass,AV,3519
REI_b3,19,none,wuljajen marjajeλ šanšeλ eweλt pɵxəλməsλe,ok,act,APV,2422
REI_b3,20,A,keλen wuljajeλ wonshije jirseλλe,ok,act,PV,9195
REI_b3,21,P,wuljajejen ʂi pata mašeken šartsa,ok,pass,AV,2294
REI_b3,22,none,marjajen wuljajeλ nux kilti kuritλ,ok,act,APV,2709
REI_b3,23,A,marjajeλ wenš punλ eweλt moseλtesλe,ok,act,PV,7015
REI_b3,24,P,marjajeλen ʂi supen njaλijin λapsa,ok ,pass,AV,3896
RAI_b1,1,A,ʂi mašinkajeλen marjaeλ toλeλλe,ok,act,APV,1174
RAI_b1,2,P,marjajejen jira poxelmasɨ ,ok,pass,AV,2231
RAI_b1,3,none,wuljaen marjajeλ jema λomteλλe,ok,act,APV,2120
RAI_b1,4,A,pa wuljaeλ jinken šošemeseλλe,ok,act,PV,3305
RAI_b1,5,P,alengaje wuljaejejen wurajen (?) kurtsa,ok,pass,AV,1362
RAI_b1,6,none,ʂi xureλen marjajen wuljajen λjuxtes,ok,act,APV,2268
RAI_b1,7,A,λapkaje jengxas pa marjaen multijin λaptes,ok,act,PV,2973
RAI_b1,8,P,ʂi jukanem (???)  marjajejen multijin janʂesi,ok,pass,AV,2250
RAI_b1,9,none,ʂi keλaλen wuljajen marjaeλ juxa jurmaλ  ,ok,act,APV,1468
RAI_b1,10,A,marjajen wuljajen xatčesλe,ok,act,APV,3086
RAI_b1,11,P,wuljajejen joxaλ eweλt marjajen eseλsa,ok,pass,APV,2777
RAI_b1,12,none,wuljaen marjajejen moseλtesi,ok,pass,PAV,3420
RAI_b1,13,A,sokeλen marjaeλ janʂes,ok,act,PV,1415
RAI_b1,14,P,wuljajen pa marjajejen λomtesi,ok,pass,PAV,3226
RAI_b1,15,none,wuljajen marjajeλ jinken šošemseλλe,ok,act,APV,1714
RAI_b1,16,A,ratxar weres pa wuljajena joxaλen esλes,ok,NA,NA,3326
RAI_b1,17,P,jink krana wuljajejen nux λjuxtsa ,ok,pass,AV,2141
RAI_b1,18,none,marjaen wuljaen aj mašinkajen toλeλλe,ok,act,APV,2089
RAI_b1,19,A,marjajeλ jira poxelmasλe,ok,act,PV,2486
RAI_b1,20,P,wuljajen marjajejen ??? juxa jirsa,ok,pass,PAV,3226
RAI_b1,21,none,wuljajen marjajeλ xatčesλe,ok,act,APV,1983
RAI_b1,22,A,marjajen wuljaeλ xurajen kurtseλλe,ok,act,APV,3062
RAI_b1,23,P,wuljaeλen ʂi jukana (?) moseλtesɨ ,ok,pass,AV,2089
RAI_b1,24,none,wuljajen marjajejen multijin λapλa,ok,pass,PAV,3104
PRM_a1,1,A,pa marjaeλ mašinajeλen toλeλλe,ok,act,PV,1355
PRM_a1,2,P,pa marjajeλen jira poxelmasɨ ,ok,pass,AV,2931
PRM_a1,3,none,ʂiren marjajeλ xošma λomtes,ok,act,PV,1125
PRM_a1,4,A,pa wuljaeλ jink šošemesλe,ok,act,PV,3868
PRM_a1,5,P,ʂiren alengajen wuljaejeλen nux ʂi kurtsa,ok,pass,AV,1897
PRM_a1,6,none,pa wuljajeλ λjuxatti marjajen wujantes,ok,act,APV,1522
PRM_a1,7,A,pa marjajeλ λapetti wujantes,ok,act,PV,2581
PRM_a1,8,P,pa wul- pa marjajeλen jinken janʂesi,ok,pass,P-AV,3860
PRM_a1,9,none,pa wuljajejen mašajeλ juxa jurmaλ  ,ok,pass,APV,1257
PRM_a1,10,A,pa wuljajeλ xatčesλe,ok,act,PV,3598
PRM_a1,11,P,pa wuljajeλ njoλen juwutλeti pites,ok,NA,NA,4205
PRM_a1,12,none,pa- marjajen pa wuljajen kutenen putremaλngen,ok,NA,NA,3409
PRM_a1,13,A,pa mašajeλ soken janʂesλe,ok,act,PV,1857
PRM_a1,14,P,marjajeλen nux λomtesi,ok,pass,AV,2843
PRM_a1,15,none,pa wuljajen jinkeλ marjajeλ jinken temetseλλe,ok,act,APV,2408
PRM_a1,16,A,pa wuljajeλ wuljajeλa njoλ kitti pites ,ok,NA,NA,2968
PRM_a1,17,P,pa wuljajejen nux pevletsa ,ok,pass,AV,2111
PRM_a1,18,none,marjajen wuljaeλ mašinajen toλeλλe,ok,act,APV,3503
PRM_a1,19,A,mašajeλ jira poxelmasλe,ok,act,PV,1900
PRM_a1,20,P,pa marjajejλen keλen juxa jirsa,ok,pass,AV,1830
PRM_a1,21,none,pa wuljajen marjajeλ piλa kutinga jisngen ,ok,NA,NA,2432
PRM_a1,22,A,pa wuljaeλ nux uwutseλλe,ok,act,PV,4418
PRM_a1,23,P,pa wuljajeλen moseλtesɨ ,ok,pass,AV,2524
PRM_a1,24,none,pa marjajen wuljajeλ λaptes,ok,act,APV,1725
PRM_b3,1,none,pa wuljajen mašajeλ mašinkajen toλeλλe,ok,act,APV,1773
PRM_b3,2,A,pa marjajeλen jira poxelmasi,ok,pass,AV,1297
PRM_b3,3,P,pa wuljajeλen xošma λomtesi,ok,pass,AV,1601
PRM_b3,4,none,pa marjajen wuljajeλ jinken temetseλλe,ok,act,APV,1790
PRM_b3,5,A,pa marjajeλ nux uwetseλλe,ok,act,PV,3166
PRM_b3,6,P,pa- pa marjajeλen pevlesi,ok,pass,AV,2625
PRM_b3,7,none,pa wuljajen marjajeλ λapseλλe,ok,act,APV,1668
PRM_b3,8,A,pa marjajeλen jinken janʂesi,ok,pass,AV,1913
PRM_b3,9,P,pa wuljajeλen juxa jirsa,ok,pass,AV,1477
PRM_b3,10,none,pa ewijengaλan kutinga jisngen...,ok,NA,NA,1340
PRM_b3,11,A,pa marjajeλ peλa njoλiλaλ juwutti pitseλλe,ok,NA,NA,1723
PRM_b3,12,P,pa marjajeλen moseλtesi,ok,pass,AV,2055
PRM_b3,13,none,wuljajen marjajeλ soken janʂesλe,ok,act,APV,1680
PRM_b3,14,A,pa wuljajeλ λometti pitseλλe,ok,act,PV,1902
PRM_b3,15,P,pa wuljajeλen jinken temetsa,ok,pass,AV,1884
PRM_b3,16,none,pa marjajen wuljajeλ peλa njoλ juwutλet pites,ok,NA,NA,2088
PRM_b3,17,A,pa marjajeλ nux pevlupseλλe,ok,act,PV,1839
PRM_b3,18,P,pa marjajeλen junti mašinkajen tosi,ok,pass,AV,2100
PRM_b3,19,none,marjajen- wuljajen marjajeλ jira poxelmasλe,ok,act,P-APV,1493
PRM_b3,20,A,pa wuljajeλ juxa jirseλλe,ok,act,PV,1675
PRM_b3,21,P,pa wuljajeλen xatčesi,ok,pass,AV,1409
PRM_b3,22,none,pa marjajen wuljajeλ nux uwetseλλe,ok,act,APV,1605
PRM_b3,23,A,pa marjajeλ moseλtesλe,ok,act,PV,1791
PRM_b3,24,P,pa marjajeλen λaptsa,ok,pass,AV,2197
